,Postcode,Borough,Postcode Latitude,Postcode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1608,02-111,Ochota,52.2047,20.9823,miło,52.20548493467387,20.980694857489894,Coffee Shop
1609,02-081,Ochota,52.2177,21.0041,Pizzeria Ciao Tutti,52.217367,21.004273,Pizza Place
1610,02-081,Ochota,52.2177,21.0041,Przystanek GUS 06,52.21697014936347,21.0059142820342,Bus Station
1611,02-313,Ochota,52.2205,20.9782,Biedronka,52.219768,20.978134,Supermarket
1612,02-360,Ochota,52.2131,20.9755,Baśniowa,52.212970911629185,20.97587379399263,Dog Run
1613,02-309,Ochota,52.2202,20.9825,Będę Później,52.220115,20.982946,Café
1614,02-309,Ochota,52.2202,20.9825,Cafe Charlie,52.21984812941661,20.984159035922104,Café
1615,02-309,Ochota,52.2202,20.9825,Subway,52.220243795569225,20.984144666253087,Sandwich Place
1616,02-309,Ochota,52.2202,20.9825,Tramwaj 25,52.22106364632165,20.98394181926797,Tram Station
1617,02-309,Ochota,52.2202,20.9825,Bobby Burger,52.220149683352155,20.984470209670757,Burger Joint
1618,02-302,Ochota,52.2221,20.9844,Amrit Kebab,52.22189660205161,20.985782099336763,Falafel Restaurant
1619,02-302,Ochota,52.2221,20.9844,Bed4city,52.22159044750727,20.985670146400423,Hotel
1620,02-302,Ochota,52.2221,20.9844,Babooshka,52.2222260340221,20.986283587261596,Russian Restaurant
1621,02-302,Ochota,52.2221,20.9844,Dekada,52.22151177979575,20.98593679711811,Nightclub
1622,02-302,Ochota,52.2221,20.9844,Dominium,52.22160031451613,20.98571056537875,Pizza Place
1623,02-302,Ochota,52.2221,20.9844,Tramwaj 25,52.22106364632165,20.98394181926797,Tram Station
1624,02-302,Ochota,52.2221,20.9844,Sklep Spożywczy Niemcewicza 21,52.22193946613871,20.982266287731427,Deli / Bodega
1625,02-205,Ochota,52.2098,20.9545,Calypso Fitness Club,52.210453214497534,20.952653382511738,Gym / Fitness Center
1626,02-205,Ochota,52.2098,20.9545,studio ANTO + POLCARPET,52.209112243067516,20.954049825668335,Furniture / Home Store
1627,02-352,Ochota,52.2193,20.9737,Pizzeria na Barskiej,52.218977866436454,20.974240367087482,Pizza Place
1628,02-353,Ochota,52.2137,20.9683,Hotel Ibis Reduta,52.21438603706094,20.968379870823927,Hotel
1629,02-353,Ochota,52.2137,20.9683,Ibis Budget Warszawa Reduta,52.214502035456974,20.967702739355207,Hotel
1630,02-353,Ochota,52.2137,20.9683,Centralna Warszawska Wytwórnia Dźwięku,52.21298189056925,20.96948525683413,Music Venue
1631,02-004,Ochota,52.2255,21.0028,Hampton by Hilton Warsaw City Centre,52.22534713118138,21.004087275386322,Hotel
1632,02-004,Ochota,52.2255,21.0028,Breakfast Hampton by Hilton,52.225295,21.004062,Hotel
1633,02-004,Ochota,52.2255,21.0028,Costa Coffee,52.22645224430404,21.00312243332279,Coffee Shop
1634,02-317,Ochota,52.2198,20.9784,Biedronka,52.219768,20.978134,Supermarket
1635,02-023,Ochota,52.2221,20.9879,Paręosób Cafe & Gallery,52.22285073729606,20.988526576183915,Café
1636,02-023,Ochota,52.2221,20.9879,Sztuka Umiaru,52.2230391565029,20.988948308088364,Café
1637,02-023,Ochota,52.2221,20.9879,Fish&Chips,52.22122985006168,20.986347826837047,Seafood Restaurant
1638,02-023,Ochota,52.2221,20.9879,Amrit Kebab,52.22189660205161,20.985782099336763,Falafel Restaurant
1639,02-023,Ochota,52.2221,20.9879,Babooshka,52.2222260340221,20.986283587261596,Russian Restaurant
1640,02-023,Ochota,52.2221,20.9879,Dekada,52.22151177979575,20.98593679711811,Nightclub
1641,02-023,Ochota,52.2221,20.9879,Drugie Dno Ochota - Multitap Pizza - Pub,52.223082,20.989025,Pizza Place
1642,02-036,Ochota,52.2174,20.9867,Aceto Balsamico,52.216277286560654,20.987666037402555,Italian Restaurant
1643,02-036,Ochota,52.2174,20.9867,Rossmann,52.216462905173394,20.987953153295667,Drugstore
1644,02-397,Ochota,52.206,20.9668,Champions Fitness & Gym,52.20483944814595,20.965882052025496,Gym / Fitness Center
1645,02-397,Ochota,52.206,20.9668,Parowóz Ochota,52.206863,20.968409,Dim Sum Restaurant
1646,02-013,Ochota,52.2258,20.9965,Subway,52.226392204894196,20.99676990294688,Sandwich Place
1647,02-013,Ochota,52.2258,20.9965,Plac Starynkiewicza,52.22650831238796,20.995775058189395,Plaza
1648,02-013,Ochota,52.2258,20.9965,Hostel Coco,52.226013496299274,20.99495188117569,Hostel
1649,02-121,Ochota,52.2001,20.98,Rossmann,52.200961179660425,20.979671932438038,Cosmetics Shop
1650,02-121,Ochota,52.2001,20.98,Mołdawska,52.200391827207916,20.978360790222524,Bus Station
1651,02-123,Ochota,52.2023,20.9709,Korotyńskiego,52.202791632808584,20.96894760880437,Bus Station
1652,02-123,Ochota,52.2023,20.9709,Autobus 208,52.203120907074485,20.969378034151177,Bus Station
1653,02-007,Ochota,52.2244,21.0002,Klub Medyk,52.22431035911612,21.00102263227588,Bar
1654,02-115,Ochota,52.1971,20.9751,Biedronka,52.19808119429781,20.97556340375961,Supermarket
1655,02-115,Ochota,52.1971,20.9751,Da Grasso,52.19736806677865,20.976961266162256,Pizza Place
1656,02-104,Ochota,52.2052,20.9733,Amarant,52.2057924563365,20.97227011413652,Karaoke Bar
1657,02-034,Ochota,52.2161,20.9893,Aceto Balsamico,52.216277286560654,20.987666037402555,Italian Restaurant
1658,02-034,Ochota,52.2161,20.9893,Pomnik Lotnika,52.216919,20.990424,Bus Stop
1659,02-034,Ochota,52.2161,20.9893,Teatr Ochoty,52.217260206834666,20.98898511369242,Theater
1660,02-034,Ochota,52.2161,20.9893,pomnik lotnika 01,52.21611158574549,20.988178259093235,Bus Station
1661,02-067,Ochota,52.2169,20.9938,W5 Arena Laser Tag,52.21596696567012,20.995241543940892,Laser Tag
1662,02-067,Ochota,52.2169,20.9938,Park Wielkopolski,52.218081001357106,20.994635343469163,Park
1663,02-067,Ochota,52.2169,20.9938,Plac zabaw,52.21694927512976,20.99378279434335,Playground
1664,02-319,Ochota,52.218,20.9803,"Sklep Podróżnika - K1 i K2 (księgarnia, sprzęt)",52.217859430188426,20.98120851611725,Sporting Goods Shop
1665,02-095,Ochota,52.2132,20.9806,Och-Teatr,52.21435539620196,20.980116722760236,Theater
1666,02-095,Ochota,52.2132,20.9806,Sedo Kebab,52.213745336741745,20.97878499421367,Turkish Restaurant
1667,02-095,Ochota,52.2132,20.9806,Cafe Honoratka,52.21321482460807,20.980886796533902,Bar
1668,02-114,Ochota,52.2031,20.9775,Park Zasława Malickiego,52.20364201872304,20.97889532648573,Park
1669,02-336,Ochota,52.2135,20.9467,WKD Warszawa Reduta Ordona,52.21438662622599,20.948073536791593,Train Station
1670,02-393,Ochota,52.2034,20.9473,Freshmarket,52.202519494118505,20.947691375303176,Grocery Store
1671,02-393,Ochota,52.2034,20.9473,Tennis Club NET,52.20296463194177,20.94852909520825,Tennis Court
1672,02-098,Ochota,52.2119,20.9805,Cafe Honoratka,52.21321482460807,20.980886796533902,Bar
1673,02-098,Ochota,52.2119,20.9805,"Bufet MIMUW ""Kubuś""",52.211952,20.982483,Diner
1674,02-089,Ochota,52.2128,20.9876,Egurrola Dance Studio,52.21247682602026,20.987460336336106,Dance Studio
1675,02-089,Ochota,52.2128,20.9876,Proxima,52.21258760152795,20.98714734007563,Music Venue
1676,02-091,Ochota,52.202,20.9843,Kim Long,52.20156349212769,20.982719965487895,Asian Restaurant
1677,02-091,Ochota,52.202,20.9843,Yukka Cafe,52.20154886907273,20.98286652853516,Café
1678,02-091,Ochota,52.202,20.9843,Pruszkowska 02,52.201751467675514,20.984658601045382,Bus Station
1679,02-091,Ochota,52.202,20.9843,Przystanek Pruszkowska,52.20096267556387,20.984601326387523,Bus Station
1680,02-090,Ochota,52.2122,20.9891,Egurrola Dance Studio,52.21247682602026,20.987460336336106,Dance Studio
1681,02-090,Ochota,52.2122,20.9891,Jeff’s,52.21102427452063,20.988689741738764,American Restaurant
1682,02-090,Ochota,52.2122,20.9891,Proxima,52.21258760152795,20.98714734007563,Music Venue
1683,02-090,Ochota,52.2122,20.9891,Guru,52.21139227301692,20.990188209439964,Bar
1684,04-015,Praga-Południe,52.2426,21.0737,Biedronka,52.242451,21.073574,Supermarket
1685,04-015,Praga-Południe,52.2426,21.0737,Blaszak 24h,52.24240233855224,21.071653886886285,Liquor Store
1686,04-015,Praga-Południe,52.2426,21.0737,Kinowa,52.24219754613357,21.072009530759278,Tram Station
1687,04-074,Praga-Południe,52.244,21.0799,U Krawca Cafe,52.24440858901571,21.07793612707221,Coffee Shop
1688,04-074,Praga-Południe,52.244,21.0799,Parivar,52.24434379035861,21.081973427823367,Indian Restaurant
1689,04-076,Praga-Południe,52.244,21.0811,Parivar,52.24434379035861,21.081973427823367,Indian Restaurant
1690,03-901,Praga-Południe,52.2385,21.0468,PGE Narodowy,52.23927206395559,21.045727729797363,Soccer Stadium
1691,03-901,Praga-Południe,52.2385,21.0468,loża Totalizator Sportowy na Narodowym,52.238785,21.045024,Stadium
1692,03-901,Praga-Południe,52.2385,21.0468,Smart Kids Planet,52.239433,21.047348,Indoor Play Area
1693,03-901,Praga-Południe,52.2385,21.0468,Falafel Żudi,52.237857,21.047877,Vegetarian / Vegan Restaurant
1694,03-964,Praga-Południe,52.2286,21.0646,Naam Thai,52.22749156941172,21.06429312346465,Thai Restaurant
1695,03-964,Praga-Południe,52.2286,21.0646,Kebab Boss,52.22831871635501,21.062956785394306,Falafel Restaurant
1696,03-947,Praga-Południe,52.2291,21.0634,Kebab Boss,52.22831871635501,21.062956785394306,Falafel Restaurant
1697,03-947,Praga-Południe,52.2291,21.0634,Sklep pod Kładką,52.22893121336091,21.061926993356597,Food & Drink Shop
1698,04-036,Praga-Południe,52.2378,21.0811,Żabka - Międzyborska,52.23735283481778,21.08286238107894,Grocery Store
1699,04-028,Praga-Południe,52.2401,21.0809,Bałkan Grill,52.24008086589942,21.082692076417786,Eastern European Restaurant
1700,04-028,Praga-Południe,52.2401,21.0809,Skwer 1 Dywizji Grenadierow Francja 1940,52.24081652159735,21.081936191406506,Plaza
1701,04-028,Praga-Południe,52.2401,21.0809,Przystanek Os. Majdańska,52.240148502955755,21.08204436378256,Bus Station
1702,03-727,Praga-Południe,52.2466,21.0476,Teatr Powszechny,52.247372202235674,21.048156795738194,Theater
1703,03-727,Praga-Południe,52.2466,21.0476,Mózg Warszawa,52.24666406231383,21.047873253149074,Music Venue
1704,03-727,Praga-Południe,52.2466,21.0476,Przystanek al.Zieleniecka 02,52.24714218659943,21.047605276107788,Bus Station
1705,04-142,Praga-Południe,52.2431,21.1027,Plac Szembeka,52.243168,21.102324,Plaza
1706,04-142,Praga-Południe,52.2431,21.1027,Przystanek Pl. Szembeka 04,52.24240745193601,21.101866830198926,Light Rail Station
1707,04-142,Praga-Południe,52.2431,21.1027,Pizza na placu,52.243304180635,21.102847265701037,Pizza Place
1708,04-142,Praga-Południe,52.2431,21.1027,Fontanna na placu Szembeka,52.243839813101104,21.10266936307915,Park
1709,03-944,Praga-Południe,52.2261,21.0648,Biedronka,52.22639747878252,21.066727439351702,Convenience Store
1710,03-944,Praga-Południe,52.2261,21.0648,Żabka,52.22638427116643,21.063748189217225,Grocery Store
1711,03-944,Praga-Południe,52.2261,21.0648,Saska Gęba,52.227300965707386,21.063797650978334,Restaurant
1712,03-988,Praga-Południe,52.2204,21.0986,Sklep Kulfon,52.22087,21.098347,Market
1713,04-053,Praga-Południe,52.2377,21.084,Fabryka Pizzy,52.238372788481186,21.085566088189196,Italian Restaurant
1714,04-053,Praga-Południe,52.2377,21.084,Supermarket Warus,52.23763635246356,21.086162303215154,Grocery Store
1715,04-053,Praga-Południe,52.2377,21.084,Masala Magic,52.238184,21.085261,Indian Restaurant
1716,04-053,Praga-Południe,52.2377,21.084,Żabka - Międzyborska,52.23735283481778,21.08286238107894,Grocery Store
1717,03-983,Praga-Południe,52.2238,21.0831,"Sklep ""U Magdy""",52.22346338402602,21.081109163622536,Market
1718,04-143,Praga-Południe,52.2425,21.1064,Żółkiewskiego 03,52.2414606919997,21.10770956833539,Train Station
1719,04-143,Praga-Południe,52.2425,21.1064,Przystanek Żółkiewskiego,52.24142709211014,21.10684029150823,Bus Station
1720,04-327,Praga-Południe,52.2433,21.1026,Plac Szembeka,52.243168,21.102324,Plaza
1721,04-327,Praga-Południe,52.2433,21.1026,Przystanek Pl. Szembeka 04,52.24240745193601,21.101866830198926,Light Rail Station
1722,04-327,Praga-Południe,52.2433,21.1026,Pizza na placu,52.243304180635,21.102847265701037,Pizza Place
1723,04-327,Praga-Południe,52.2433,21.1026,Fontanna na placu Szembeka,52.243839813101104,21.10266936307915,Park
1724,04-330,Praga-Południe,52.2442,21.0984,Obiad i Szarlotka,52.24344871737094,21.09705061509585,Diner
1725,04-330,Praga-Południe,52.2442,21.0984,Taras Café VIP Club & Lounge,52.245171796459225,21.098032786679518,Lounge
1726,04-330,Praga-Południe,52.2442,21.0984,Joga Sztuka Życia,52.244447,21.098796,Athletics & Sports
1727,04-355,Praga-Południe,52.2452,21.0937,Madagaskar Sala Zabaw,52.24452174252891,21.093215479126,Playground
1728,03-930,Praga-Południe,52.2337,21.0588,Ogródek Jordanowski,52.234577367777035,21.05877307863769,Playground
1729,03-919,Praga-Południe,52.2359,21.0575,Kręgielnia Saska,52.23662393825969,21.057796958227186,Bowling Alley
1730,03-919,Praga-Południe,52.2359,21.0575,Smoke Shop,52.23502476744284,21.05634933672353,Smoke Shop
1731,03-913,Praga-Południe,52.2387,21.0614,Deseo,52.23931636668756,21.062844336412926,Dessert Shop
1732,03-913,Praga-Południe,52.2387,21.0614,Biedronka,52.239144940436226,21.063109117654164,Grocery Store
1733,03-966,Praga-Południe,52.2256,21.0711,Afrykańska,52.225056488925254,21.07127264272111,Bus Station
1734,03-966,Praga-Południe,52.2256,21.0711,Bazarek,52.22541376352034,21.06963949410345,Farmers Market
1735,03-966,Praga-Południe,52.2256,21.0711,Energy Fitness Club - Saska Kępa,52.225491868746246,21.070201477004577,College Gym
1736,03-972,Praga-Południe,52.2254,21.0651,Żabka,52.22638427116643,21.063748189217225,Grocery Store
1737,03-972,Praga-Południe,52.2254,21.0651,Złoczowska,52.224631591128805,21.064856416000193,Nightclub
1738,03-972,Praga-Południe,52.2254,21.0651,Ateńska,52.22461538158482,21.066602050109644,Bus Station
1739,03-952,Praga-Południe,52.2269,21.0619,Żabka,52.22638427116643,21.063748189217225,Grocery Store
1740,03-952,Praga-Południe,52.2269,21.0619,Saska Gęba,52.227300965707386,21.063797650978334,Restaurant
1741,03-952,Praga-Południe,52.2269,21.0619,Spolem Paryska,52.22684741308004,21.060590761206004,Food & Drink Shop
1742,03-978,Praga-Południe,52.2242,21.0663,Złoczowska,52.224631591128805,21.064856416000193,Nightclub
1743,03-978,Praga-Południe,52.2242,21.0663,Top Market,52.22318587012094,21.066112518310547,Grocery Store
1744,03-978,Praga-Południe,52.2242,21.0663,Ateńska,52.22461538158482,21.066602050109644,Bus Station
1745,03-982,Praga-Południe,52.225,21.094,Lidl,52.224865656086166,21.095588975748083,Supermarket
1746,03-982,Praga-Południe,52.225,21.094,Piekarnia&Cukiernia Gromulski,52.22449053596583,21.093496298726233,Bakery
1747,03-963,Praga-Południe,52.2256,21.0579,PROM Kultury Saska Kępa,52.225642517538276,21.059924157748256,General Entertainment
1748,03-963,Praga-Południe,52.2256,21.0579,Wersalska,52.22660145867118,21.05923670769657,Bus Station
1749,03-963,Praga-Południe,52.2256,21.0579,Autobus 146,52.22658004189716,21.059385467243022,Bus Line
1750,03-963,Praga-Południe,52.2256,21.0579,Spożywczy na Paryskiej,52.22661891693752,21.059280909905585,Convenience Store
1751,03-904,Praga-Południe,52.2361,21.0503,VEGAN RAMEN SHOP,52.23722363305394,21.050212177556777,Ramen Restaurant
1752,03-904,Praga-Południe,52.2361,21.0503,Kuchnia Funkcjonalna,52.23688444404002,21.048572529700646,Restaurant
1753,03-908,Praga-Południe,52.2371,21.054,Joga Studio Saska Kępa,52.23710846201489,21.054331512914743,Yoga Studio
1754,03-908,Praga-Południe,52.2371,21.054,Akwarium,52.236598117374854,21.052893696090244,Ice Cream Shop
1755,03-908,Praga-Południe,52.2371,21.054,Melody Lody Naturalne,52.23647,21.053019,Ice Cream Shop
1756,03-908,Praga-Południe,52.2371,21.054,Fenicja Kebab,52.23616003534738,21.05290871065481,Kebab Restaurant
1757,03-908,Praga-Południe,52.2371,21.054,Ukraińskie Smaki,52.23672131535829,21.05266906831652,Ukrainian Restaurant
1758,03-908,Praga-Południe,52.2371,21.054,Mech,52.23652570360337,21.05270842081015,Café
1759,03-908,Praga-Południe,52.2371,21.054,Ristorante Repubblica Italiana,52.23606866757438,21.05317911726416,Italian Restaurant
1760,03-908,Praga-Południe,52.2371,21.054,Carrefour Express,52.236672723727175,21.05250198329895,Gourmet Shop
1761,03-976,Praga-Południe,52.2234,21.0637,Autobus 143,52.22459175059462,21.063652947103797,Bus Line
1762,04-216,Praga-Południe,52.2398,21.1218,Pętla tramwajowa Gocławek,52.24020919079915,21.120255501894245,Tram Station
1763,04-216,Praga-Południe,52.2398,21.1218,Piseli,52.239523,21.120494,Pizza Place
1764,04-304,Praga-Południe,52.243,21.1105,"Pływalnia ""Szuwarek""",52.24373560621725,21.112143345135706,Water Park
1765,04-304,Praga-Południe,52.243,21.1105,Klub Tenisowy Olszynka Grochowska,52.242784766105224,21.11216042371294,Tennis Stadium
1766,04-309,Praga-Południe,52.2467,21.1094,Plotek Boremlowska,52.24638,21.109811067581177,Restaurant
1767,04-309,Praga-Południe,52.2467,21.1094,5ta gwiazdka,52.24612072613838,21.10771358013153,Pie Shop
1768,04-321,Praga-Południe,52.2479,21.1046,przeziębienie,52.2485,21.106537,Moving Target
1769,04-044,Praga-Południe,52.2324,21.0786,Jezioro Gocławskie,52.23155404412841,21.077308317482657,Lake
1770,03-946,Praga-Południe,52.2309,21.0647,Chinka Kuchnia Azjatycka,52.231056361238494,21.06519821844491,Asian Restaurant
1771,03-946,Praga-Południe,52.2309,21.0647,Brazylijska,52.23110045786496,21.06452513571912,Neighborhood
1772,04-946,Praga-Południe,52.161,21.2247,Wasilkowska,52.160015,21.223472,Bus Stop
1773,03-973,Praga-Południe,52.2247,21.0636,Złoczowska,52.224631591128805,21.064856416000193,Nightclub
1774,03-984,Praga-Południe,52.2185,21.1106,poprawna,52.218675,21.111695,Skate Park
1775,03-971,Praga-Południe,52.2263,21.0624,Żabka,52.22638427116643,21.063748189217225,Grocery Store
1776,03-971,Praga-Południe,52.2263,21.0624,Saska Gęba,52.227300965707386,21.063797650978334,Restaurant
1777,03-971,Praga-Południe,52.2263,21.0624,Spolem Paryska,52.22684741308004,21.060590761206004,Food & Drink Shop
1778,04-047,Praga-Południe,52.2316,21.0828,Strefa Piękna,52.231634,21.08241,Health & Beauty Service
1779,04-047,Praga-Południe,52.2316,21.0828,Bar Febo,52.231661157740355,21.082488825277906,Diner
1780,04-310,Praga-Południe,52.2474,21.1078,przeziębienie,52.2485,21.106537,Moving Target
1781,04-310,Praga-Południe,52.2474,21.1078,5ta gwiazdka,52.24612072613838,21.10771358013153,Pie Shop
1782,04-320,Praga-Południe,52.2483,21.105,przeziębienie,52.2485,21.106537,Moving Target
1783,03-826,Praga-Południe,52.2491,21.0672,MCoffee,52.248509,21.065621,Café
1784,03-826,Praga-Południe,52.2491,21.0672,Fugazi,52.25024527228836,21.067174620630027,Nightclub
1785,03-826,Praga-Południe,52.2491,21.0672,"Action Club ""Fitness & Fight""",52.24863523116608,21.067229764038363,Gym / Fitness Center
1786,03-815,Praga-Południe,52.2492,21.0663,MCoffee,52.248509,21.065621,Café
1787,03-815,Praga-Południe,52.2492,21.0663,Fugazi,52.25024527228836,21.067174620630027,Nightclub
1788,03-815,Praga-Południe,52.2492,21.0663,"Action Club ""Fitness & Fight""",52.24863523116608,21.067229764038363,Gym / Fitness Center
1789,03-816,Praga-Południe,52.2519,21.0659,Gateway to Space,52.25100875797764,21.06749298993412,Exhibit
1790,04-068,Praga-Południe,52.2419,21.0818,Klubokawiarnia Kicia Kocia,52.24282249148439,21.08259932055866,Café
1791,04-068,Praga-Południe,52.2419,21.0818,4smaki Restauracja & Catering,52.24144740288947,21.082320654909243,Restaurant
1792,04-068,Praga-Południe,52.2419,21.0818,Skwer 1 Dywizji Grenadierow Francja 1940,52.24081652159735,21.081936191406506,Plaza
1793,04-214,Praga-Południe,52.2411,21.124,"Sklep spożywczy ""Jędruś""",52.241498563704354,21.122079516987856,Food & Drink Shop
1794,04-066,Praga-Południe,52.2419,21.0847,Akademia Smaków Ryszarda Majewskiego,52.242414949202754,21.08541246813114,Restaurant
1795,04-066,Praga-Południe,52.2419,21.0847,Hostel Krokodyl,52.24252269591951,21.085762917333128,Hostel
1796,04-066,Praga-Południe,52.2419,21.0847,Piekarnia Gromulski,52.2426904167034,21.085423235000295,Bakery
1797,04-066,Praga-Południe,52.2419,21.0847,Bar Nada,52.242866,21.083394,Fast Food Restaurant
1798,04-081,Praga-Południe,52.2433,21.0875,Hostel Krokodyl,52.24252269591951,21.085762917333128,Hostel
1799,04-081,Praga-Południe,52.2433,21.0875,Costa Coffee,52.244373,21.086344,Coffee Shop
1800,04-218,Praga-Południe,52.2375,21.1237,Fitness Club 4S,52.2367070655404,21.122729318212066,Gym
1801,04-218,Praga-Południe,52.2375,21.1237,Druga Strona Lustra,52.236797,21.122469,Health & Beauty Service
1802,03-902,Praga-Południe,52.2358,21.0495,Kuchnia Funkcjonalna,52.23688444404002,21.048572529700646,Restaurant
1803,03-902,Praga-Południe,52.2358,21.0495,Eden Bistro,52.236959,21.048554,Vegetarian / Vegan Restaurant
1804,03-902,Praga-Południe,52.2358,21.0495,Lowery,52.23482543557265,21.049133318817645,Café
1805,04-091,Praga-Południe,52.2386,21.0873,Fabryka Pizzy,52.238372788481186,21.085566088189196,Italian Restaurant
1806,04-091,Praga-Południe,52.2386,21.0873,Supermarket Warus,52.23763635246356,21.086162303215154,Grocery Store
1807,04-091,Praga-Południe,52.2386,21.0873,Masala Magic,52.238184,21.085261,Indian Restaurant
1808,04-354,Praga-Południe,52.2457,21.0948,Biedronka,52.24662292333199,21.095211355807532,Supermarket
1809,03-909,Praga-Południe,52.2362,21.0558,Joga Studio Saska Kępa,52.23710846201489,21.054331512914743,Yoga Studio
1810,04-187,Praga-Południe,52.2376,21.1146,Biedronka,52.23718268962026,21.113755086541047,Market
1811,04-308,Praga-Południe,52.2474,21.1093,Plotek Boremlowska,52.24638,21.109811067581177,Restaurant
1812,04-003,Praga-Południe,52.2448,21.0798,U Krawca Cafe,52.24440858901571,21.07793612707221,Coffee Shop
1813,04-003,Praga-Południe,52.2448,21.0798,Restauracja GEORGIA,52.245482359556554,21.07892431430459,Diner
1814,04-003,Praga-Południe,52.2448,21.0798,Przystanek tramwajowy Kickiego 01,52.245629467307005,21.07920218016445,Light Rail Station
1815,03-809,Praga-Południe,52.2487,21.0647,Żona Krawca,52.247611456834505,21.06452576903149,Café
1816,03-809,Praga-Południe,52.2487,21.0647,Tres Amigo Burrito Bar,52.24852995657576,21.063661681690782,Mexican Restaurant
1817,03-809,Praga-Południe,52.2487,21.0647,Viadomo,52.24851171827373,21.063604724789656,Pizza Place
1818,03-809,Praga-Południe,52.2487,21.0647,MCoffee,52.248509,21.065621,Café
1819,03-969,Praga-Południe,52.2273,21.0659,Naam Thai,52.22749156941172,21.06429312346465,Thai Restaurant
1820,03-969,Praga-Południe,52.2273,21.0659,Biedronka,52.22639747878252,21.066727439351702,Convenience Store
1821,03-969,Praga-Południe,52.2273,21.0659,Saska Gęba,52.227300965707386,21.063797650978334,Restaurant
1822,04-331,Praga-Południe,52.2452,21.0988,Taras Café VIP Club & Lounge,52.245171796459225,21.098032786679518,Lounge
1823,04-331,Praga-Południe,52.2452,21.0988,Joga Sztuka Życia,52.244447,21.098796,Athletics & Sports
1824,03-907,Praga-Południe,52.2373,21.0542,Joga Studio Saska Kępa,52.23710846201489,21.054331512914743,Yoga Studio
1825,03-907,Praga-Południe,52.2373,21.0542,Akwarium,52.236598117374854,21.052893696090244,Ice Cream Shop
1826,03-907,Praga-Południe,52.2373,21.0542,Melody Lody Naturalne,52.23647,21.053019,Ice Cream Shop
1827,03-907,Praga-Południe,52.2373,21.0542,Ukraińskie Smaki,52.23672131535829,21.05266906831652,Ukrainian Restaurant
1828,03-907,Praga-Południe,52.2373,21.0542,Mech,52.23652570360337,21.05270842081015,Café
1829,03-907,Praga-Południe,52.2373,21.0542,Carrefour Express,52.236672723727175,21.05250198329895,Gourmet Shop
1830,03-903,Praga-Południe,52.2367,21.0496,VEGAN RAMEN SHOP,52.23722363305394,21.050212177556777,Ramen Restaurant
1831,03-903,Praga-Południe,52.2367,21.0496,Kuchnia Funkcjonalna,52.23688444404002,21.048572529700646,Restaurant
1832,03-903,Praga-Południe,52.2367,21.0496,Eden Bistro,52.236959,21.048554,Vegetarian / Vegan Restaurant
1833,03-903,Praga-Południe,52.2367,21.0496,food trucki na suwaku,52.23797657267063,21.05023367104948,Food Truck
1834,03-980,Praga-Południe,52.2258,21.1041,Delikatesy AGA (Top Market),52.2255914341651,21.10385446947121,Grocery Store
1835,04-045,Praga-Południe,52.2319,21.0816,Strefa Piękna,52.231634,21.08241,Health & Beauty Service
1836,04-045,Praga-Południe,52.2319,21.0816,Bar Febo,52.231661157740355,21.082488825277906,Diner
1837,04-116,Praga-Południe,52.2377,21.0948,"Park ""Znicza""",52.23799931474573,21.095642000096493,Park
1838,03-906,Praga-Południe,52.2332,21.0548,Pinsa,52.23220415791858,21.05550969032978,Pizza Place
1839,03-906,Praga-Południe,52.2332,21.0548,Dom Polski,52.23271011170028,21.054958394187924,Polish Restaurant
1840,03-906,Praga-Południe,52.2332,21.0548,Viet Street Food Bistro,52.232279480371595,21.056329505587094,Vietnamese Restaurant
1841,03-906,Praga-Południe,52.2332,21.0548,Trattoria Rucola,52.232132953660084,21.055537094413708,Italian Restaurant
1842,03-906,Praga-Południe,52.2332,21.0548,Piccola Italia & Mediterraneo,52.23277011306795,21.05492053956956,Deli / Bodega
1843,03-906,Praga-Południe,52.2332,21.0548,Think Love Juices,52.233260480904306,21.05499232111504,Vegetarian / Vegan Restaurant
1844,03-906,Praga-Południe,52.2332,21.0548,Bella Napoli,52.233700095023664,21.054623202821578,Italian Restaurant
1845,03-906,Praga-Południe,52.2332,21.0548,Targ Saska Kępa,52.232336532669066,21.056414956071862,Market
1846,03-906,Praga-Południe,52.2332,21.0548,S'poco Loco,52.232297020301154,21.05534635879973,Mexican Restaurant
1847,03-906,Praga-Południe,52.2332,21.0548,Prosta Historia,52.234355799312745,21.05416582287628,Restaurant
1848,03-906,Praga-Południe,52.2332,21.0548,GRYCAN,52.23334694044937,21.054875599086007,Dessert Shop
1849,03-906,Praga-Południe,52.2332,21.0548,Miąższ,52.23308964110853,21.055282503985573,Restaurant
1850,03-906,Praga-Południe,52.2332,21.0548,Arti,52.23213905424367,21.055165876603848,Indian Restaurant
1851,03-906,Praga-Południe,52.2332,21.0548,Costa Coffee,52.23278841530731,21.05516549024978,Coffee Shop
1852,03-906,Praga-Południe,52.2332,21.0548,Pizza Dominium,52.232498202201235,21.055392360539745,Pizza Place
1853,03-906,Praga-Południe,52.2332,21.0548,Artisan Boulanger,52.23404206202068,21.054621934890744,Bakery
1854,03-905,Praga-Południe,52.2361,21.053,Handroll,52.23545248941172,21.053486326770795,Sushi Restaurant
1855,03-905,Praga-Południe,52.2361,21.053,Lukullus,52.23512221804849,21.053597014850432,Dessert Shop
