,Postcode,Borough,Street,Latitude,Longitude
974,02-324,Ochota,ul. ppłk. M. Sokołowskiego „Grzymały”,52.2183,20.9762
975,02-072,Ochota,ul. Prezydencka,52.2176,21.0012
976,02-074,Ochota,ul. Prokuratorska,52.2177,21.0029
977,02-119,Ochota,ul. Pruszkowska,52.2019,20.977
978,02-118,Ochota,ul. Pruszkowska,52.2016,20.9823
979,02-361,Ochota,ul. Przemyska,52.2126,20.9749
980,02-384,Ochota,ul. Przy Parku,52.2019,20.9564
981,02-117,Ochota,ul. Racławicka,52.1985,20.9776
982,02-323,Ochota,ul. Radomska,52.2165,20.9787
983,02-026,Ochota,ul. Raszyńska,52.2222,20.9896
984,02-033,Ochota,ul. Raszyńska,52.2177,20.9887
985,02-131,Ochota,ul. Rokitnicka,52.2116,20.9949
986,02-348,Ochota,ul. Rokosowska,52.215,20.972
987,02-069,Ochota,ul. Rudawska,52.2183,20.9977
988,02-132,Ochota,ul. S. Baleya,52.197,20.9805
989,02-097,Ochota,ul. S. Banacha,52.2107,20.9821
990,02-378,Ochota,ul. S. Bobrowskiego,52.2085,20.9705
991,02-377,Ochota,ul. S. Skarżyńskiego,52.2081,20.9723
992,02-110,Ochota,ul. Sanocka,52.2037,20.9822
993,02-111,Ochota,ul. Sanocka,52.2047,20.9823
994,02-116,Ochota,ul. Sąchocka,52.1975,20.9733
995,02-081,Ochota,ul. Sędziowska,52.2177,21.0041
996,02-313,Ochota,ul. Sękocińska,52.2205,20.9782
997,02-360,Ochota,ul. Siewierska,52.2131,20.9755
998,02-309,Ochota,ul. Słupecka,52.2202,20.9825
999,02-302,Ochota,ul. Spiska,52.2221,20.9844
1000,02-205,Ochota,ul. Stadionowa,52.2098,20.9545
1001,02-352,Ochota,ul. Szczęśliwicka,52.2193,20.9737
1002,02-353,Ochota,ul. Szczęśliwicka,52.2137,20.9683
1003,02-004,Ochota,ul. T. Chałubińskiego,52.2255,21.0028
1004,02-317,Ochota,ul. T. Joteyki,52.2198,20.9784
1005,02-023,Ochota,ul. Tarczyńska,52.2221,20.9879
1006,02-381,Ochota,ul. Trzech Budrysów,52.2089,20.9669
1007,02-036,Ochota,ul. Uniwersytecka,52.2174,20.9867
1008,02-397,Ochota,ul. Urbanistów,52.206,20.9668
1009,02-005,Ochota,ul. W. H. Lindleya,52.2247,20.9974
1010,02-013,Ochota,ul. W. H. Lindleya,52.2258,20.9965
1011,02-121,Ochota,ul. W. Korotyńskiego,52.2001,20.98
1012,02-123,Ochota,ul. W. Korotyńskiego,52.2023,20.9709
1013,02-007,Ochota,ul. W. Oczki,52.2244,21.0002
1014,02-115,Ochota,ul. W. Okińskiego,52.1971,20.9751
1015,02-104,Ochota,ul. W. Skorochód-Majewskiego,52.2052,20.9733
1016,02-034,Ochota,ul. Wawelska,52.2161,20.9893
1017,02-061,Ochota,ul. Wawelska,52.2173,21.0017
1018,02-067,Ochota,ul. Wawelska,52.2169,20.9938
1019,02-319,Ochota,ul. Węgierska,52.218,20.9803
1020,02-095,Ochota,ul. Winnicka,52.2132,20.9806
1021,02-114,Ochota,ul. Wiślicka,52.2031,20.9775
1022,02-336,Ochota,ul. Włochowska,52.2135,20.9467
1023,02-393,Ochota,ul. Włodarzewska,52.2034,20.9473
1024,02-098,Ochota,ul. Wolnej Wszechnicy,52.2119,20.9805
1025,02-051,Ochota,ul. Z. Glogera,52.2166,20.9831
1026,02-206,Ochota,ul. Zadumana,52.2049,20.9475
1027,02-089,Ochota,ul. Żwirki i Wigury,52.2128,20.9876
1028,02-143,Ochota,ul. Żwirki i Wigury,52.1851,20.9787
1029,02-091,Ochota,ul. Żwirki i Wigury,52.202,20.9843
1030,02-090,Ochota,ul. Żwirki i Wigury,52.2122,20.9891
1031,03-910,Praga-Południe,al. J. Waszyngtona,52.2393,21.0585
1032,04-015,Praga-Południe,al. J. Waszyngtona,52.2426,21.0737
1033,04-008,Praga-Południe,al. J. Waszyngtona,52.2432,21.0761
1034,04-074,Praga-Południe,al. J. Waszyngtona,52.244,21.0799
1035,04-076,Praga-Południe,al. J. Waszyngtona,52.244,21.0811
1036,04-030,Praga-Południe,al. J. Waszyngtona,52.2408,21.0726
1037,03-901,Praga-Południe,al. Józefa Poniatowskiego,52.2385,21.0468
1038,03-965,Praga-Południe,al. Stanów Zjednoczonych,52.2088,21.1098
1039,03-964,Praga-Południe,al. Stanów Zjednoczonych,52.2286,21.0646
1040,03-947,Praga-Południe,al. Stanów Zjednoczonych,52.2291,21.0634
1041,04-036,Praga-Południe,al. Stanów Zjednoczonych,52.2378,21.0811
1042,04-028,Praga-Południe,al. Stanów Zjednoczonych,52.2401,21.0809
1043,03-727,Praga-Południe,al. Zieleniecka,52.2466,21.0476
1044,04-142,Praga-Południe,pl. P. Szembeka,52.2431,21.1027
1045,03-944,Praga-Południe,pl. Przymierza,52.2261,21.0648
1046,03-988,Praga-Południe,pl. T. Kotarbińskiego,52.2204,21.0986
1047,04-053,Praga-Południe,ul. 1 Praskiego Pułku,52.2377,21.084
1048,03-983,Praga-Południe,ul. 21 PP Dzieci Warszawy,52.2238,21.0831
1049,03-803,Praga-Południe,ul. A. Frycza Modrzewskiego,52.2495,21.0541
1050,04-143,Praga-Południe,ul. A. Kordeckiego,52.2425,21.1064
1051,04-327,Praga-Południe,ul. A. Kordeckiego,52.2433,21.1026
1052,04-330,Praga-Południe,ul. A. Kordeckiego,52.2442,21.0984
1053,04-355,Praga-Południe,ul. A. Kordeckiego,52.2452,21.0937
1054,03-930,Praga-Południe,ul. A. Nobla,52.2337,21.0588
1055,03-919,Praga-Południe,ul. A. Nobla,52.2359,21.0575
1056,03-913,Praga-Południe,ul. Adampolska,52.2387,21.0614
1057,03-966,Praga-Południe,ul. Afrykańska,52.2256,21.0711
1058,03-977,Praga-Południe,ul. Algierska,52.2233,21.0756
1059,03-972,Praga-Południe,ul. Alzacka,52.2254,21.0651
1060,04-367,Praga-Południe,ul. Apteczna,52.2465,21.082
1061,03-952,Praga-Południe,ul. Argentyńska,52.2269,21.0619
1062,03-978,Praga-Południe,ul. Ateńska,52.2242,21.0663
1063,03-982,Praga-Południe,ul. Awionetki RWD,52.225,21.094
1064,04-223,Praga-Południe,ul. B. Kicińskiego,52.2373,21.126
1065,03-963,Praga-Południe,ul. Bajońska,52.2256,21.0579
1066,04-222,Praga-Południe,ul. Bakaliowa,52.2377,21.1267
1067,04-339,Praga-Południe,ul. Barwnicza,52.2496,21.1028
1068,03-904,Praga-Południe,ul. Berezyńska,52.2361,21.0503
1069,03-908,Praga-Południe,ul. Berezyńska,52.2371,21.054
1070,03-976,Praga-Południe,ul. Berneńska,52.2234,21.0637
1071,04-287,Praga-Południe,ul. Beskidzka,52.2424,21.117
1072,04-063,Praga-Południe,ul. Białowieska,52.2381,21.0917
1073,04-303,Praga-Południe,ul. Biłgorajska,52.2452,21.1121
1074,04-216,Praga-Południe,ul. Biskupia,52.2398,21.1218
1075,04-304,Praga-Południe,ul. Bitwy Grochowskiej,52.243,21.1105
1076,03-804,Praga-Południe,ul. Bliska,52.2493,21.0565
1077,04-309,Praga-Południe,ul. Boremlowska,52.2467,21.1094
1078,04-321,Praga-Południe,ul. Boremlowska,52.2479,21.1046
1079,04-338,Praga-Południe,ul. Boremlowska,52.2487,21.1018
1080,04-347,Praga-Południe,ul. Boremlowska,52.2494,21.0996
1081,04-044,Praga-Południe,ul. Bracławska,52.2324,21.0786
1082,03-946,Praga-Południe,ul. Brazylijska,52.2309,21.0647
1083,04-946,Praga-Południe,ul. Brazylijska,52.161,21.2247
1084,03-973,Praga-Południe,ul. Brukselska,52.2247,21.0636
1085,03-984,Praga-Południe,ul. Brygady Pościgowej,52.2185,21.1106
1086,04-119,Praga-Południe,ul. Budrysów,52.2369,21.0917
1087,04-092,Praga-Południe,ul. Budrysów,52.2389,21.09
1088,03-971,Praga-Południe,ul. Bułgarska,52.2263,21.0624
1089,04-047,Praga-Południe,ul. Busolowa,52.2316,21.0828
1090,04-310,Praga-Południe,ul. Byczyńska,52.2474,21.1078
1091,04-320,Praga-Południe,ul. Chłodnicza,52.2483,21.105
1092,03-826,Praga-Południe,ul. Chodakowska,52.2491,21.0672
1093,03-815,Praga-Południe,ul. Chodakowska,52.2492,21.0663
1094,03-816,Praga-Południe,ul. Chodakowska,52.2519,21.0659
1095,04-068,Praga-Południe,ul. Chroszczewska,52.2419,21.0818
1096,04-214,Praga-Południe,ul. Cukrownicza,52.2411,21.124
1097,04-060,Praga-Południe,ul. Cyraneczki,52.2414,21.079
1098,04-066,Praga-Południe,ul. Czapelska,52.2419,21.0847
1099,04-081,Praga-Południe,ul. Czapelska,52.2433,21.0875
1100,04-218,Praga-Południe,ul. Czechowicka,52.2375,21.1237
1101,03-902,Praga-Południe,ul. Czeska,52.2358,21.0495
1102,04-091,Praga-Południe,ul. Darłowska,52.2386,21.0873
1103,04-354,Praga-Południe,ul. Daszowska,52.2457,21.0948
1104,03-932,Praga-Południe,ul. Dąbrowiecka,52.2328,21.051
1105,03-909,Praga-Południe,ul. Dąbrówki,52.2362,21.0558
1106,04-187,Praga-Południe,ul. Dęblińska,52.2376,21.1146
1107,04-308,Praga-Południe,ul. Dęby,52.2474,21.1093
1108,04-003,Praga-Południe,ul. Dobrowoja,52.2448,21.0798
1109,03-809,Praga-Południe,ul. Drewnicka,52.2487,21.0647
1110,03-969,Praga-Południe,ul. Drezdeńska,52.2273,21.0659
1111,04-331,Praga-Południe,ul. Dubieńska,52.2452,21.0988
1112,04-317,Praga-Południe,ul. Dudziarska,52.2571,21.1019
1113,04-292,Praga-Południe,ul. Dynowska,52.245,21.1168
1114,03-907,Praga-Południe,ul. Elsterska,52.2373,21.0542
1115,03-903,Praga-Południe,ul. Estońska,52.2367,21.0496
1116,03-980,Praga-Południe,ul. F. Znanieckiego,52.2258,21.1041
1117,04-045,Praga-Południe,ul. F. Żymirskiego,52.2319,21.0816
1118,04-116,Praga-Południe,ul. Filomatów,52.2377,21.0948
1119,03-906,Praga-Południe,ul. Francuska,52.2332,21.0548
1120,03-905,Praga-Południe,ul. Francuska,52.2361,21.053
1121,04-057,Praga-Południe,ul. Fundamentowa,52.2393,21.0822
1122,04-078,Praga-Południe,ul. G. Garibaldiego,52.2436,21.0829
1123,04-356,Praga-Południe,ul. Garwolińska,52.2455,21.0908
1124,04-348,Praga-Południe,ul. Garwolińska,52.2493,21.0929
1125,04-350,Praga-Południe,ul. Garwolińska,52.246,21.0918
1126,04-137,Praga-Południe,ul. Gdecka,52.2405,21.1009
1127,04-120,Praga-Południe,ul. Gedymina,52.2369,21.0936
1128,04-125,Praga-Południe,ul. gen. A. E. Fieldorfa „Nila”,52.2337,21.0966
1129,03-940,Praga-Południe,ul. Genewska,52.2281,21.0551
1130,03-807,Praga-Południe,ul. Głucha,52.2481,21.0606
1131,03-810,Praga-Południe,ul. Gocławska,52.2482,21.0633
1132,04-212,Praga-Południe,ul. Gorzelnicza,52.2402,21.1263
1133,04-062,Praga-Południe,ul. Grenadierów,52.2385,21.0858
1134,04-052,Praga-Południe,ul. Grenadierów,52.2385,21.0848
1135,04-073,Praga-Południe,ul. Grenadierów,52.2422,21.0797
1136,04-007,Praga-Południe,ul. Grenadierów,52.2444,21.0763
1137,04-186,Praga-Południe,ul. Grochowska,52.2393,21.1124
1138,04-217,Praga-Południe,ul. Grochowska,52.2368,21.1221
1139,04-301,Praga-Południe,ul. Grochowska,52.2417,21.1068
1140,04-172,Praga-Południe,ul. Grochowska,52.2412,21.1068
1141,04-148,Praga-Południe,ul. Grochowska,52.2418,21.1037
1142,04-139,Praga-Południe,ul. Grochowska,52.2426,21.0996
1143,04-328,Praga-Południe,ul. Grochowska,52.2431,21.1002
1144,04-329,Praga-Południe,ul. Grochowska,52.2436,21.0976
1145,04-111,Praga-Południe,ul. Grochowska,52.2437,21.094
1146,04-357,Praga-Południe,ul. Grochowska,52.245,21.0907
1147,04-077,Praga-Południe,ul. Grochowska,52.245,21.0829
1148,04-368,Praga-Południe,ul. Grochowska,52.2458,21.0816
1149,04-001,Praga-Południe,ul. Grochowska,52.2454,21.079
1150,04-398,Praga-Południe,ul. Grochowska,52.2459,21.0782
1151,03-844,Praga-Południe,ul. Grochowska,52.2458,21.0721
1152,03-849,Praga-Południe,ul. Grochowska,52.2467,21.0708
1153,03-841,Praga-Południe,ul. Grochowska,52.2466,21.0672
1154,03-842,Praga-Południe,ul. Grochowska,52.2461,21.0679
1155,03-840,Praga-Południe,ul. Grochowska,52.2468,21.0632
1156,03-823,Praga-Południe,ul. Grochowska,52.2462,21.0625
1157,03-839,Praga-Południe,ul. Grochowska,52.247,21.0607
1158,03-838,Praga-Południe,ul. Grochowska,52.2472,21.057
1159,03-822,Praga-Południe,ul. Grochowska,52.2467,21.0561
1160,04-282,Praga-Południe,ul. Grochowska,52.2397,21.1159
1161,03-814,Praga-Południe,ul. Groszowicka,52.248,21.0684
1162,04-305,Praga-Południe,ul. Hetmańska,52.2449,21.1098
1163,03-925,Praga-Południe,ul. Holenderska,52.2369,21.0615
1164,04-146,Praga-Południe,ul. I. Domeyki,52.244,21.1075
1165,04-079,Praga-Południe,ul. I. Kruszewskiego,52.2416,21.0862
1166,04-086,Praga-Południe,ul. I. Kruszewskiego,52.2407,21.0872
1167,04-087,Praga-Południe,ul. Igańska,52.2408,21.0903
1168,04-083,Praga-Południe,ul. Igańska,52.2429,21.0888
1169,03-957,Praga-Południe,ul. Indyjska,52.227,21.0628
1170,04-314,Praga-Południe,ul. J. Chłopickiego,52.2472,21.1064
1171,04-275,Praga-Południe,ul. J. Chłopickiego,52.2555,21.1168
1172,04-378,Praga-Południe,ul. J. Dwernickiego,52.2507,21.0831
1173,04-377,Praga-Południe,ul. J. Dwernickiego,52.2502,21.0814
1174,04-391,Praga-Południe,ul. J. Dwernickiego,52.2507,21.0803
1175,04-396,Praga-Południe,ul. J. Dwernickiego,52.25,21.0771
1176,03-928,Praga-Południe,ul. J. Styki,52.2334,21.0569
1177,04-145,Praga-Południe,ul. J. Zaliwskiego,52.2432,21.1059
1178,03-801,Praga-Południe,ul. J. Zamoyskiego,52.2476,21.0465
1179,02-801,Praga-Południe,ul. J. Zamoyskiego,52.1453,21.0188
1180,04-171,Praga-Południe,ul. Jarocińska,52.2395,21.1059
1181,04-156,Praga-Południe,ul. Jarocińska,52.24,21.1036
1182,04-204,Praga-Południe,ul. Jordanowska,52.2376,21.1278
1183,04-190,Praga-Południe,ul. Jubilerska,50.0614,19.935
1184,03-805,Praga-Południe,ul. Kamionkowska,52.2477,21.062
1185,03-812,Praga-Południe,ul. Kamionkowska,52.2474,21.0676
1186,04-046,Praga-Południe,ul. Kapelanów AK,52.2297,21.0845
1187,04-112,Praga-Południe,ul. Karczewska,52.2414,21.0948
1188,04-042,Praga-Południe,ul. kard. A. Kakowskiego,52.2313,21.0864
1189,04-167,Praga-Południe,ul. Kawcza,52.2382,21.1034
1190,04-152,Praga-Południe,ul. Kawcza,52.24,21.1045
1191,04-154,Praga-Południe,ul. Kawcza,52.2399,21.1044
1192,04-019,Praga-Południe,ul. Kinowa,52.2386,21.0758
1193,04-017,Praga-Południe,ul. Kinowa,52.2415,21.0727
1194,04-324,Praga-Południe,ul. Kiprów,52.246,21.1025
1195,04-334,Praga-Południe,ul. Kiprów,52.2466,21.0999
1196,04-072,Praga-Południe,ul. Kirasjerów,52.2428,21.0806
1197,04-359,Praga-Południe,ul. Kobielska,52.2471,21.0873
1198,03-835,Praga-Południe,ul. Kobielska,52.248,21.0735
1199,04-371,Praga-Południe,ul. Kobielska,52.2471,21.0832
1200,04-389,Praga-Południe,ul. Kobielska,52.2476,21.0832
1201,03-371,Praga-Południe,ul. Kobielska,52.2715,21.0444
1202,04-370,Praga-Południe,ul. Kobielska,52.2476,21.0809
1203,04-372,Praga-Południe,ul. Kobielska,52.2477,21.0781
1204,04-191,Praga-Południe,ul. Kokoryczki,52.2345,21.1232
1205,04-161,Praga-Południe,ul. Komorska,52.2387,21.102
1206,04-149,Praga-Południe,ul. Komorska,52.2413,21.1033
1207,04-048,Praga-Południe,ul. Kompasowa,52.2317,21.0839
1208,04-285,Praga-Południe,ul. Koprzywiańska,52.241,21.1193
1209,04-085,Praga-Południe,ul. Korytnicka,52.2415,21.088
1210,04-109,Praga-Południe,ul. Korytnicka,52.2432,21.0915
1211,04-206,Praga-Południe,ul. Kresowa,52.2388,21.1306
1212,03-934,Praga-Południe,ul. Kryniczna,52.2292,21.0547
1213,04-082,Praga-Południe,ul. Krypska,52.2423,21.0873
1214,04-065,Praga-Południe,ul. Krypska,52.2415,21.0864
1215,04-105,Praga-Południe,ul. Krypska,52.2441,21.0916
1216,03-949,Praga-Południe,ul. Kubańska,52.2296,21.0592
1217,04-090,Praga-Południe,ul. Kutnowska,52.2395,21.0895
1218,04-294,Praga-Południe,ul. Kwatery Głównej,52.2435,21.1139
1219,04-373,Praga-Południe,ul. L. Kickiego,52.2472,21.0796
1220,04-397,Praga-Południe,ul. L. Kickiego,52.2483,21.08
1221,04-390,Praga-Południe,ul. L. Kickiego,52.2517,21.0798
1222,04-369,Praga-Południe,ul. L. Kickiego,52.2469,21.0801
1223,04-361,Praga-Południe,ul. L. M. Paca,52.2487,21.0866
1224,04-386,Praga-Południe,ul. L. M. Paca,52.2494,21.083
1225,04-376,Praga-Południe,ul. L. M. Paca,52.249,21.0796
1226,04-379,Praga-Południe,ul. L. Mycielskiego,52.2518,21.0821
1227,04-387,Praga-Południe,ul. L. Mycielskiego,52.2481,21.0818
1228,04-050,Praga-Południe,ul. Latyczowska,52.2328,21.0849
1229,04-049,Praga-Południe,ul. Lechitów,52.2322,21.0841
1230,04-284,Praga-Południe,ul. Liwiecka,52.2416,21.1181
1231,03-921,Praga-Południe,ul. Londyńska,52.2369,21.063
1232,03-974,Praga-Południe,ul. Lotaryńska,52.2242,21.0624
1233,03-970,Praga-Południe,ul. Lotaryńska,52.2257,21.0634
1234,04-192,Praga-Południe,ul. Lotnicza,52.2342,21.1241
1235,04-326,Praga-Południe,ul. Lubartowska,52.2446,21.1011
1236,03-802,Praga-Południe,ul. Lubelska,52.2492,21.0501
1237,04-002,Praga-Południe,ul. Lubomira,52.2448,21.077
1238,04-210,Praga-Południe,ul. Ludwisarska,52.2405,21.1248
1239,04-316,Praga-Południe,ul. Łaziebna,52.2549,21.112
1240,03-918,Praga-Południe,ul. Łotewska,52.2358,21.0473
1241,04-123,Praga-Południe,ul. Łukiska,52.2353,21.0963
1242,04-113,Praga-Południe,ul. Łukowska,52.2368,21.1107
1243,04-133,Praga-Południe,ul. Łukowska,52.2379,21.1008
1244,04-288,Praga-Południe,ul. Łysogórska,52.2418,21.1159
1245,04-088,Praga-Południe,ul. Majdańska,52.2403,21.0866
1246,04-110,Praga-Południe,ul. Majdańska,52.2425,21.0917
1247,04-319,Praga-Południe,ul. Makowska,52.2493,21.1071
1248,04-208,Praga-Południe,ul. Makowska,,
1249,04-341,Praga-Południe,ul. Makowska,52.25,21.1043
1250,04-344,Praga-Południe,ul. Makowska,52.2525,21.096
1251,04-280,Praga-Południe,ul. Makowska,52.2454,21.1164
1252,04-307,Praga-Południe,ul. Makowska,52.2483,21.1105
1253,04-202,Praga-Południe,ul. Marsa,52.2362,21.1289
1254,03-948,Praga-Południe,ul. Meksykańska,52.2305,21.0598
1255,04-215,Praga-Południe,ul. Metalowców,52.2415,21.1225
1256,04-069,Praga-Południe,ul. Męcińska,52.2421,21.0844
1257,04-080,Praga-Południe,ul. Męcińska,52.2434,21.0867
1258,04-041,Praga-Południe,ul. Międzyborska,52.2331,21.0861
1259,04-010,Praga-Południe,ul. Międzyborska,52.2425,21.0768
1260,04-013,Praga-Południe,ul. Międzyborska,52.2433,21.0756
1261,04-038,Praga-Południe,ul. Międzyborska,52.2369,21.0818
1262,04-040,Praga-Południe,ul. Międzyborska,52.2376,21.0817
1263,04-027,Praga-Południe,ul. Międzyborska,52.2389,21.0802
1264,04-024,Praga-Południe,ul. Międzyborska,52.2397,21.0796
1265,04-025,Praga-Południe,ul. Międzyborska,52.2406,21.0782
1266,03-939,Praga-Południe,ul. Międzynarodowa,52.2312,21.0673
1267,03-922,Praga-Południe,ul. Międzynarodowa,52.2345,21.0666
1268,03-806,Praga-Południe,ul. Mińska,52.2479,21.0572
1269,03-808,Praga-Południe,ul. Mińska,52.2488,21.061
1270,03-828,Praga-Południe,ul. Mińska,52.2504,21.0668
1271,04-136,Praga-Południe,ul. Mlądzka,52.2402,21.0988
1272,04-004,Praga-Południe,ul. Modrzewiowa,52.2449,21.0813
1273,04-224,Praga-Południe,ul. Morgowa,52.2361,21.1276
1274,04-035,Praga-Południe,ul. Motorowa,52.2338,21.0813
1275,04-203,Praga-Południe,ul. Murmańska,52.2368,21.1284
1276,04-205,Praga-Południe,ul. Naddnieprzańska,52.237,21.1316
1277,04-343,Praga-Południe,ul. Nasielska,52.2479,21.0993
1278,04-336,Praga-Południe,ul. Nasielska,52.247,21.0989
1279,04-342,Praga-Południe,ul. Nasielska,52.2501,21.1016
1280,03-924,Praga-Południe,ul. Niekłańska,52.2356,21.0608
1281,03-915,Praga-Południe,ul. Niekłańska,52.238,21.0593
1282,03-911,Praga-Południe,ul. Niekłańska,52.2391,21.0598
1283,04-362,Praga-Południe,ul. Nizinna,52.2495,21.0868
1284,03-821,Praga-Południe,ul. Nowińska,52.2511,21.0602
1285,03-931,Praga-Południe,ul. Nurska,52.2327,21.0536
1286,04-322,Praga-Południe,ul. Obarowska,52.2473,21.1039
1287,04-337,Praga-Południe,ul. Obarowska,52.2481,21.1012
1288,03-933,Praga-Południe,ul. Obrońców,52.2328,21.0514
1289,03-927,Praga-Południe,ul. Obrońców,52.2335,21.0569
1290,04-131,Praga-Południe,ul. Okuniewska,52.2396,21.0966
1291,04-281,Praga-Południe,ul. Olszynki Grochowskiej,52.2411,21.1204
1292,04-128,Praga-Południe,ul. Omulewska,52.2408,21.0957
1293,04-039,Praga-Południe,ul. Opinogórska,52.2329,21.0799
1294,04-211,Praga-Południe,ul. Osada Ojców,52.2378,21.1249
1295,04-173,Praga-Południe,ul. Osiecka,52.2388,21.1052
1296,04-302,Praga-Południe,ul. Osowska,52.2438,21.1092
1297,04-312,Praga-Południe,ul. Osowska,52.2445,21.1065
1298,04-325,Praga-Południe,ul. Osowska,52.2454,21.1025
1299,04-332,Praga-Południe,ul. Osowska,52.2461,21.0994
1300,04-351,Praga-Południe,ul. Osowska,52.2469,21.0942
1301,04-118,Praga-Południe,ul. Ostrobramska,52.2356,21.0936
1302,04-026,Praga-Południe,ul. Ostrobramska,52.2363,21.0823
1303,04-193,Praga-Południe,ul. Ostrobramska,52.2331,21.1188
1304,04-175,Praga-Południe,ul. Ostrobramska,52.2332,21.1081
1305,04-174,Praga-Południe,ul. Ostrobramska,52.238,21.1063
1306,04-163,Praga-Południe,ul. Ostrobramska,52.2349,21.1013
1307,04-102,Praga-Południe,ul. Ostrołęcka,52.2427,21.0912
1308,03-825,Praga-Południe,ul. Owsiana,52.249,21.0685
1309,04-219,Praga-Południe,ul. Pabianicka,,
1310,03-954,Praga-Południe,ul. Paryska,,
1311,03-935,Praga-Południe,ul. Paryska,,
1312,03-945,Praga-Południe,ul. Paryska,52.2293,21.057
1313,04-164,Praga-Południe,ul. Perkuna,52.2322,21.104
1314,04-180,Praga-Południe,ul. Perkuna,52.2328,21.1029
1315,04-124,Praga-Południe,ul. Perkuna,52.2333,21.0997
1316,04-501,Praga-Południe,ul. Płowiecka,52.2311,21.1348
1317,04-291,Praga-Południe,ul. Podolska,52.2424,21.1146
1318,03-833,Praga-Południe,ul. Podskarbińska,52.2487,21.0752
1319,03-831,Praga-Południe,ul. Podskarbińska,52.2508,21.0741
1320,03-829,Praga-Południe,ul. Podskarbińska,52.2547,21.0739
1321,03-834,Praga-Południe,ul. Podskarbińska,52.249,21.0737
1322,04-051,Praga-Południe,ul. Poligonowa,52.2329,21.0843
1323,04-360,Praga-Południe,ul. Prochowa,52.248,21.0865
1324,04-388,Praga-Południe,ul. Prochowa,52.2481,21.0835
1325,04-382,Praga-Południe,ul. Przeworska,52.2535,21.082
1326,04-170,Praga-Południe,ul. Pustelnicka,52.2401,21.107
1327,04-151,Praga-Południe,ul. Pustelnicka,52.2408,21.1039
1328,04-138,Praga-Południe,ul. Pustelnicka,52.2416,21.1006
1329,03-943,Praga-Południe,ul. Radziłowska,52.2301,21.0555
1330,03-956,Praga-Południe,ul. Rapperswilska,52.2267,21.0608
1331,04-375,Praga-Południe,ul. Rębkowska,52.2477,21.0788
1332,04-029,Praga-Południe,ul. Rozłucka,52.2377,21.0778
1333,04-020,Praga-Południe,ul. Rozłucka,52.2393,21.0766
1334,04-189,Praga-Południe,ul. Roztocka,52.2392,21.1183
1335,04-213,Praga-Południe,ul. Rożnowska,52.2403,21.1239
1336,03-811,Praga-Południe,ul. Rybna,52.2483,21.0657
1337,03-968,Praga-Południe,ul. Saska,52.2263,21.0659
1338,03-914,Praga-Południe,ul. Saska,52.235,21.0591
1339,04-333,Praga-Południe,ul. Serocka,52.2471,21.1019
1340,04-005,Praga-Południe,ul. Siennicka,52.2447,21.078
1341,04-395,Praga-Południe,ul. Siennicka,52.247,21.0777
1342,04-394,Praga-Południe,ul. Siennicka,52.2509,21.0767
1343,04-393,Praga-Południe,ul. Siennicka,52.2514,21.0779
1344,04-058,Praga-Południe,ul. Spalinowa,52.2401,21.0808
1345,03-847,Praga-Południe,ul. Stanisława Augusta,52.245,21.0722
1346,03-846,Praga-Południe,ul. Stanisława Augusta,52.2452,21.066
1347,03-832,Praga-Południe,ul. Stanisławowska,52.2501,21.0718
1348,04-147,Praga-Południe,ul. Stoczkowska,52.2437,21.1061
1349,04-188,Praga-Południe,ul. Styrska,52.2402,21.117
1350,04-011,Praga-Południe,ul. Suchodolska,52.2418,21.0747
1351,04-016,Praga-Południe,ul. Suchodolska,52.2422,21.0778
1352,04-169,Praga-Południe,ul. Sulejkowska,52.2385,21.1054
1353,04-157,Praga-Południe,ul. Sulejkowska,52.24,21.1001
1354,04-129,Praga-Południe,ul. Sulejkowska,52.2404,21.0976
1355,04-293,Praga-Południe,ul. Szaserów,52.2442,21.118
1356,04-335,Praga-Południe,ul. Szaserów,52.2473,21.101
1357,04-349,Praga-Południe,ul. Szaserów,52.249,21.094
1358,04-363,Praga-Południe,ul. Szaserów,52.2501,21.0865
1359,04-306,Praga-Południe,ul. Szaserów,52.2446,21.1135
1360,04-311,Praga-Południe,ul. Szaserów,52.2455,21.1074
1361,04-323,Praga-Południe,ul. Szaserów,52.2467,21.1033
1362,04-089,Praga-Południe,ul. Szczawnicka,52.2399,21.0888
1363,04-346,Praga-Południe,ul. Szklanych Domów,52.2507,21.0962
1364,04-283,Praga-Południe,ul. Sztabowa,52.2423,21.1179
1365,04-059,Praga-Południe,ul. Świętosławska,52.239,21.0829
1366,04-022,Praga-Południe,ul. T. Sygietyńskiego,52.2402,21.0769
1367,04-313,Praga-Południe,ul. T. Zana,52.2448,21.1057
1368,03-731,Praga-Południe,ul. Targowa,52.2489,21.0455
1369,04-207,Praga-Południe,ul. Tarnobrzeska,52.2391,21.128
1370,03-813,Praga-Południe,ul. Terespolska,52.2485,21.0698
1371,04-392,Praga-Południe,ul. W. Chrzanowskiego,52.2527,21.0791
1372,04-381,Praga-Południe,ul. W. Chrzanowskiego,52.2528,21.0836
1373,03-916,Praga-Południe,ul. Walecznych,52.235,21.0531
1374,03-926,Praga-Południe,ul. Walecznych,52.2363,21.0614
1375,03-920,Praga-Południe,ul. Walecznych,52.2367,21.0649
1376,03-994,Praga-Południe,ul. Wał Miedzeszyński,52.2036,21.1166
